User,Comment,Time,Likes
@coolerrrrrrrrrrrrrrr,"It's true that ideas aren't intresting these days. After googling ""why education system is bad"" I found article that pointed 51 (fifty one!) problems with US education. The question is why we don't do anything, if we know where are problems?",6 years ago,
@grthorn3461,"Wow, UMET library",6 years ago,
@Bidmartinlo,"As a student, there's nothing I can really do. I've done several presentations on different schooling systems and why they're better than the traditional system, have tried protesting and having meetings with school staff members. Neither were acknowledged and the response my parents gave me is: ""I know it's not the best system, but if you want a good job, you'll have to roll with it.""",6 years ago,
@readytogo52,I doubt future Wastelanders/ Stalkers would have the time for history.,6 years ago,
@RADSHORTS,Elon Musk Mode On   yeah.. no.. i don't know i think in 10 years or so,6 years ago,
@ruff2play,i hope u guys find a solution. same thing happens with many countries sadly :(      your grammar and English was good :P,6 years ago,
@AxelBrass,"Vanessa Melissa Chan you are inspirational. I like the concept of Summerhill. Where students from Age 5 - Age 18 explore at their own pace, and learn what they wish to learn, when they want to learn.  You must be Elon Musk's sister, because that's what he was talking about. Why are we on this earth? Don't we want to make it a far better place?  We have the internet and all the technology and apps and devices to where the students don't need teachers, but have leaders instead, that take care of health and safety issues. I understand you are still a student. Well, I'm at the other end of the scale. I am in my 60's and since the internet I am on an incredible learning journey. In fact there are two things I really love about Poland. They have an awesome games site called Play OK and a crytocurrency exchange called Bitbay. I look back on my years at school and I am thankful that I can read, write and have a working knowledge of the sciences. I think its ok to be at school from Age 5 - 12, to encourage accepted social behaviour and encourage sports activities as well as explore the arts and electronic technology. By age 13 - I think this is the time to explore life and its realities - the history of money, taxes, cultures, science, and especially computer science and why do we need to have certificates of learning now? Cryptocurrency is either run on blockchain technology which is a ledger account that can be used to store your knowledge of learning, or run on smart contract protocols where you have a contract with an online open sourced education facility. I encourage you to continue exploring the education system and perhaps you will be the one to instigate changes, not only in your country, but global.",6 years ago,
@robinhyperlord9053,"@Around The World: I understand the points you are making and I agree with them.But I think it's unfair to accuse strangers online of ""what are you doing to help?"" when it's just a comments section and we are just talking. Think of any online conversation as a think tank.Do you really think the You Tube comments section is the best place to have an exchange of idea in the hopes of them magically getting implemented?BTW I totallllly understand the response of your parents but you seem like a smart guy. Sometimes when systems are lacking you just gotta figure stuff out on your own. I wish you the best of luck my dude.",5 years ago,
@chargerwith22s,2101 specifically?,5 years ago,
@mona-pu8dy,"lmao no, if you worked for Tesla you would see how much of an asshat he was and also how shady that company was. I used to want a Tesla, no thanks. Oh and enjoy more to come layoffs Tesla workers lol",5 years ago,
@thiagofaleiroparente,so will meme review,5 years ago,
@sg_1541,great statment. hi folks. today ill drive my car. yes we need to drive.,4 years ago,
@user-ng2xz2gw3z,Actually that's a sped up version..,1 year ago,1
@lazybone8584,"The project I am working on now has made 50% of the profit, thank you @elonmusk for sharing",2 years ago,
@clintoruss153,What is car u call?,2 years ago,2.4K
@tryeue1285,Respect to the interviewer for letting Elon talk and not interrupting him every 30 seconds like some interviewers.,2 years ago,7
@TheMcMiodzio,XD,2 years ago,44
@stephaniehall4953,YEAH BUT HE DIDNT CATCH ANY OF HIS JOKES...,2 years ago,11
@afs0073,Have you seen the videoElon Musk really pisses off Lex FridmanIt’s hilarious!   ,2 years ago,2
@xvor_tex8577, @stephaniehall4953  well now I have to... ,2 years ago,6
@xvor_tex8577, @stephaniehall4953  I don't think he did there is a lot of matual respect between the two,2 years ago,6
@themichael3105, @TheMcMiodzio  yep that was painful non of the audience laughed at his jokes,2 years ago,2
@xvor_tex8577,True.,2 years ago,8
@pinrayi7909, @oldones59  intellectually shallow? I think you had the wrong guy in mind,2 years ago,1
@bettylaygo3700,That's what I felt. Right questions right right amount if time right flow.,2 years ago,3
@theCreativeSav,Musk is a  genius... ..,2 years ago,1
@tomas-cw4ec,Gary Vee left the chat,2 years ago,4
@maybeno4099,"thats cos most interviewers dont have much time to ask the question and need to quick fire, whereas this is a podcast type, television show thing so they have a lot of time to go in depth to the answers and questions. but ye he was very respectful and always had a positive mindset to his points",2 years ago,
@alexandrumacedon291,He wants to .,2 years ago,
@alexandrumacedon291,like who,2 years ago,1
@Pluto60, @TheMcMiodzio  he did,2 years ago,
@spyke7960,I love  that’s of the interview reporter,2 years ago,
@Wanda_Jannette," @oldones59  glad someone else sees him for the BS artist he is,  all he does is tell smart people what to do and the fact that his hyperloop and the boring co. are dead and still to this day hasn't had a single company pull an end of year profit EVER, shows he is a con",2 years ago,1
@dwgherkemasnurdbird4803," @oldones59  I could take the time and explain Elon Musk for you, I can't understand it for you.""",2 years ago,
@willywonka077,Indeed most,2 years ago,1
@HaiderAliKhan,Interviewer still rude though just a bit,5 years ago,1.6K
@golkeeper8517,"""Be good to the nerds in your classroom. One day, you might end up working for him."" - Bill Gates",4 years ago,13
@golkeeper8517,and this is the reason why i still continue to doubt people i know from my early youth.,4 years ago,5
@privatetrash2810, @privatetrash2810  mailnly aspergr...its the type of intelligence totally disconnected from the general capability to relate to others.not interesting to me....,4 years ago,25
@achyuththouta6957," @golkeeper8517  Alright, that is your opinion. Have a good day.",4 years ago,15
@prabhsodhi5402, @privatetrash2810  Nerds are people who study 24/7. They don't have a goal. They don't have good personality. They don't have good attitude. All they know is to study and get good grades. Bill gates wasn't a nerd and Elon Musk wasn't either. Nerds are,4 years ago,3
@baltofarlander2618, @achyuththouta6957  geek,4 years ago,16
@mimiabdo7159," @achyuththouta6957  you're confusing this. What you described here is ""kujon"", how we call it in Polish. Which is totally different thing - nerd is socially awkward, but actually passionate about certain topics such as science, engineering, games or speculative fiction. And I don't know how to call it in English, but ""kujon"" is average intelligent person who learns not because of interest, but for grades. And they have repelling personality, while nerds can be very good people if you get close to them.",4 years ago,1
@anishabisht4213,Ugh thats such a stereotype,4 years ago,1
@skipperofschool8325," @privatetrash2810  lol all nerds say that, learn to socialise",4 years ago,
@skipperofschool8325, @achyuththouta6957 exactly,4 years ago,1
@Lalo_thr, @baltofarlander2618 zgadzam się (i agree),4 years ago,4
@skipperofschool8325,this is not an actual quote from Bill Gates...,4 years ago,
@tmt3969, @Lalo_thr  obvs,4 years ago,
@FunnyMemes-dr3se,Haider do u play 8 ball pool?,4 years ago,
@kumardigvijaymishra5945,"To me, nerds are hobby guys, even if they don't fit in with others. Those people who just study for grades are tryhards...",4 years ago,1
